,datum,sess_ctry,sess_loc,sug_platform,landing_uri,session_duration,pages_per_sess,sess_co_done,sess_type
695,2025-03-01,Germany,Frankfurt am Main,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHRjdtue5_DYEvpreoAvKKi-6RwTLF1a4bdazKtaUJ-txcDeKmy7T2_pyCw_aem_TKIW8_p3ZdDY8TDxjBD20w,0.0,1.0,0,CO abgeschl.
696,2025-03-01,Germany,Hagen,alphabet,https://www.whiskyquartier.de/products/glenfiddich-15-years-old-0-7l?variant=50038793011537&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1,0.0,1.0,0,CO abgeschl.
697,2025-03-01,Germany,Mannheim,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHXsS-1ssmDsr2wsADpI7VFrV62ZP4ZeFG46vkVoO7WqzV_z2w-o-DZxxiA_aem_GmGotekP_eDJRSV6UV2CyA,0.0,1.0,0,CO abgeschl.
698,2025-03-01,Germany,Giessen,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHbPq_P9NnTHprq6z89nPlVs43yvohSC75lUYRNcT5pb0ToW9FFJLPazwuA_aem_QHXNwsFJFBCtNf6dS744Pg,0.0,1.0,0,CO abgeschl.
699,2025-03-01,The Netherlands,Zundert,whiskybase,https://www.whiskyquartier.de/products/1824-gold-0-7l-kopie,0.0,1.0,0,CO abgeschl.
700,2025-03-01,Germany,Frankfurt am Main,linkedin,https://www.whiskyquartier.de/,0.0,1.0,0,CO abgeschl.
701,2025-03-01,Germany,Heilbronn,alphabet,https://www.whiskyquartier.de/pages/whiskyquartier-die-geschichte-des-whiskys?srsltid=AfmBOoq5NedHIp4fsLpsvncrCboTTvzT-x2Q9h7GJ4nRb0506j1qO2Je,0.0,1.0,0,CO abgeschl.
702,2025-03-01,Slovenia,Maribor,alphabet,https://www.whiskyquartier.de/products/glenfiddich-15-years-old-0-7l?variant=50038793011537&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1,0.0,1.0,0,CO abgeschl.
703,2025-03-01,Germany,Herzogenaurach,direct,https://www.whiskyquartier.de/?srsltid=AfmBOopl48ez2pMRs41HxPj-wc7pcPYHAW67oUg7QwxcaqZWsawWOLTE,154.0,4.0,0,CO abgeschl.
704,2025-03-01,Germany,Salzgitter,direct,https://www.whiskyquartier.de/,186.125,3.0,0,CO abgeschl.
705,2025-03-01,Germany,Neubrandenburg,meta,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGHUXilu8Bph_jhrXoiDMl2PzXT-_zMDDmNbtUWDFk0avVWU0r7vmpTs3kHer0fKThwQ_aem_LeKt7_8piS1BSfmAI7EbJg,0.0,1.0,0,CO abgeschl.
706,2025-03-01,Canada,Beauharnois,direct,https://www.whiskyquartier.de/,0.0,1.0,0,CO abgeschl.
707,2025-03-01,Germany,Gelnhausen,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHXYqG2ibmGpYDr3OWgeosKHoEbIVJmHC9w2KXJJVkVz0t013luZGJ1UgZA_aem_5JcEAIlkJ0vkhI10bpgWbg,19.0,2.0,0,CO abgeschl.
708,2025-03-01,Germany,Augsburg,alphabet,https://www.whiskyquartier.de/products/glenfiddich-15-years-old-0-7l?variant=50038793011537&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1,248.0,5.0,0,CO abgeschl.
709,2025-03-01,Germany,Geislingen an der Steige,meta,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHeAEtvmN3cHs-IqDCCU3O0qXB4jrGO_iJvgKqeet8Xp4_Wc7EL86J64ggQ_aem_65aoNbBJQFjkBqqiYvONgQ,0.0,1.0,0,CO abgeschl.
710,2025-03-01,Germany,Gütersloh,alphabet,https://www.whiskyquartier.de/products/glenfiddich-15-years-old-0-7l?variant=50038793011537&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1,0.0,1.0,0,CO abgeschl.
711,2025-03-01,United Kingdom,Montrose,whiskybase,https://www.whiskyquartier.de/products/kavalan-solist-brandy-0-7l-kopie,0.0,1.0,0,CO abgeschl.
712,2025-03-01,Brazil,Joinville,alphabet,https://www.whiskyquartier.de/collections/islay,0.0,1.0,0,CO abgeschl.
713,2025-03-01,Germany,Munich,meta,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHRdfuuL2NVMGSi5rZz1gsyT7kZkLujbGHLV5ln1lTfXqKjjcIW3nCVk2SA_aem_P00ekGHpOqithj6zoWvaLg,0.0,1.0,0,CO abgeschl.
714,2025-03-01,Germany,Peine,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHRAsVK30B5oUgKN01vy1wFG_6ZtoOgJzTU2WAjaB24WTwQJR_Xu6GMs_HQ_aem_AY02F5YUWX3JwrFJNFxBvg,0.0,1.0,0,CO abgeschl.
715,2025-03-01,Germany,Nuremberg,alphabet,https://www.whiskyquartier.de/?srsltid=AfmBOop40BMqLBzV_Sh2XUS5UhG2YmZx0PU_LfXW55p3nFW5Ot_werET,108.0,5.0,0,CO abgeschl.
716,2025-03-01,Egypt,Cairo,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHZel8Iu6awI4PcxXC1B8DEYWkU6ix9N4RDAcx97N5WIT66JHLVVNIDq17w_aem_Dkv34QCHVrmz_rdEBqMFdQ,232.0,10.0,0,CO abgeschl.
717,2025-03-01,Germany,Jena,meta,https://www.whiskyquartier.de/?fbclid=IwY2xjawJCyh5leHRuA2FlbQEwAGFkaWQAAAYbueMGZwEdE9py6BTj3LS1buxzl7-bmyjGInFMpis3qnn1YURD0zIW2oBXWDe0lbB7_aem_MQEt-B8MYTXly6_r4bdWIA,146.33333333333334,3.6666666666666665,0,CO abgeschl.
718,2025-03-01,Germany,,alphabet,https://www.whiskyquartier.de/products/macallan-folio-8-0-7l?srsltid=AfmBOoofxkXUjvSwfhikCrBNd0rt5pbMxxF6aJnKX5_zMOLge68xoj-I,0.0,1.0,0,CO abgeschl.
719,2025-03-01,Germany,Steinach,alphabet,https://www.whiskyquartier.de/products/1824-gold-0-7l-kopie?srsltid=AfmBOooVPzG6CFg7A0xHPaSHjy_p3Te3-1RT80tivzJZzWN_Jt8W1kSu,0.0,1.0,0,CO abgeschl.
720,2025-03-01,Germany,Reutlingen,meta,https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBpqih3iUF6Rb_BMToyW-udhsXO9KFWLUqkC7xyaDISHaFJ1ZFM5YzNqZGOg_aem_PfA6EzafsyLiqwvbI5Hpmg,59.0,3.0,0,CO abgeschl.
721,2025-03-01,Germany,Ansbach,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHeCz00iB8b6OE2G-BTP3fz3v9MOvw1iE81tQaQvz7EIHOrBpB0YQU-SXKA_aem_SvKGO_aEPgdcERYjrVQBZg,0.0,1.0,0,CO abgeschl.
722,2025-03-01,Germany,Neunkirchen,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHb0s8q4Q7iutQ7F9AWoz8kGvIx6GmVEpY-hig2B4_08pQtKXfG1HMZBDvw_aem_SbigxYvSxASFg8-q8ql-og,0.0,1.0,0,CO abgeschl.
723,2025-03-01,Germany,Rudelzhausen,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHREWFRAfKKsUN8wW6jjM9MGtMjWc1oCOX8zZzPEMTTu7ARsq3qL1EUa_0Q_aem_wDxGm9DDxBVHL_6FYFdR_w,0.0,1.0,0,CO abgeschl.
724,2025-03-01,Germany,Wuppertal,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHTw4VgxoyfGtPh3KBBzM_lweyu5SVAydI8t-yNJo_-tmSEmYnm02uUuyDw_aem_IQpF2szYpJTnVq-0sIU1pQ,71.0,3.0,0,CO abgeschl.
725,2025-03-01,Germany,Schwäbisch Gmünd,alphabet,https://www.whiskyquartier.de/products/ardnahoe-5-yo-the-inaugural-release-0-7l?variant=50752350552401&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1,102.0,8.0,1,CO abgeschl.
726,2025-03-01,Germany,Bad Salzuflen,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHcpSYXDrxqUIuDkoBgyn770UsbZatoJvoG5lUgcTDK7529VjIf1izWeJGg_aem_2SiLSnvyfqcu3x3ens7h5A,10.0,2.0,0,CO abgeschl.
727,2025-03-01,The Netherlands,Amsterdam,direct,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l,85.0,11.0,0,CO abgeschl.
728,2025-03-01,Germany,Berlin,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHVBhQKa3-V6_W3g8GNMVaeFkFpmF6OKyvt-qe7VzgNizLFinWnIO0Amsmg_aem_Jcw3I2W7n3TkwlmlV-Hpgg,31.0,3.0,0,CO abgeschl.
729,2025-03-01,Germany,Geislingen an der Steige,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHSD8oEoCn4xf5J8ZShsalOL4d6eFszf0LtTA1qOwa8ND6gMZK-SUZwRmfw_aem_sis9HYi5DAZmv6MGDXxdtg,0.0,1.0,0,CO abgeschl.
730,2025-03-01,Germany,Düsseldorf,meta,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHVcSA_VLHabyW0gGXBMMWSvQisDVXQWIHKhi_2bh-SbNpK-59RjGXbMnhw_aem_woRxGIunPVXLHv0Ibs3xhg,9.0,1.0,0,CO abgeschl.
731,2025-03-01,Germany,Weilburg,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHVUm3bLoeD0NAEL5NBAtqd6b5dGd9CZfRf880jaX24yI6ijdHeQeNIAXHg_aem_M3EugMIooIZur7PlGk1j7Q,0.0,1.0,0,CO abgeschl.
732,2025-03-01,Germany,Karlsruhe,meta,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHauf2K8NRYxailpVc985uwVjwIfpe6j7ePBO3kbeqr5DLsnNaZkbfx2U1Q_aem_04Ss-nt2lIGEAyFc05C7aA,0.0,1.0,0,CO abgeschl.
733,2025-03-01,Germany,Erfurt,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHUma9TX25Tf4_cz1shXSPeOmMnZRVVYNI6WJDJKsNGvwqbbQ1xkyxxlOCw_aem_bdBPBTIzDJlxtAefwUggSw,373.0,18.0,0,CO abgeschl.
734,2025-03-01,Germany,Cologne,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHVg4naS8-qWoHg5ga2zKe7aBILYT8ile3byZrkbX4vIeVPSAvgPHg2WXCQ_aem_J4euy8jJWvImjmtQAzADiQ,0.0,1.0,0,CO abgeschl.
735,2025-03-01,Germany,Ludwigsburg,direct,https://www.whiskyquartier.de/collections/neu-im-shop,14.0,3.0,0,CO abgeschl.
736,2025-03-01,Germany,Bamberg,alphabet,https://www.whiskyquartier.de/products/dingle-single-cask-the-village-2025-0-7l?srsltid=AfmBOoo2jsWgRl-QMsCRC3uxKoROn7McXn1adcwtS0GybbaMuxeYSB8E,0.0,1.0,0,CO abgeschl.
737,2025-03-01,Germany,Wiehl,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHcaMF9vTgnkHYndy8ObstQEgsgqxVJR1bE11YzYV6qK6Ux3BYS9DS5AX0w_aem_JieWJBgTdV3FT9MyXnXjRA,0.0,1.0,0,CO abgeschl.
738,2025-03-01,United Kingdom,London,whiskybase,https://www.whiskyquartier.de/products/kavalan-solist-brandy-0-7l-kopie,0.0,1.0,0,CO abgeschl.
739,2025-03-01,Germany,Bonn,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHTI_DbNkFMuoaJhnAbdts2S5ECHzXznXjFYb3IPmIRoxhW57dhMVgfIsLw_aem_UbUtvUZ_DjjRv5Np1P84Wg,67.0,4.0,0,CO abgeschl.
740,2025-03-01,Germany,Homberg (Efze),meta,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHeIIuQYBi128w-7g6DdWGEFyqsENd1QKT6O52xkHjPS_EmoW6ZLzTAPYSA_aem_B0LuToEOkokMr5XNPu8gVg,0.0,1.0,0,CO abgeschl.
741,2025-03-01,Germany,Mendig,alphabet,https://www.whiskyquartier.de/products/glenfiddich-15-years-old-0-7l?variant=50038793011537&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1,0.0,1.0,0,CO abgeschl.
742,2025-03-01,Germany,Friedrichshafen,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHammaSf2PjQCWWJ8P36CqMx7pZWpHELFCqA0WXqMNKtQPULw28EA5JTZJw_aem_gr70QBA31rhu79GBUjyNDw,0.0,1.0,0,CO abgeschl.
743,2025-03-01,Germany,Gevelsberg,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHfGa_Ov8TjpoRTIe8g-o-BISQOn26JWeS-nGTEYflE2A6Eki0iWWmVFu3A_aem_OKu78lCEjn8Gjk1oqBGF1Q,588.0,24.0,0,CO abgeschl.
744,2025-03-01,Germany,Freising,alphabet,https://www.whiskyquartier.de/products/glenfiddich-experimental-series-project-xx-0-7l?variant=50038819029329&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1,15.0,1.0,0,CO abgeschl.
745,2025-03-01,Germany,Munich,direct,https://www.whiskyquartier.de/collections/deutsche-whiskys,0.0,1.0,0,CO abgeschl.
746,2025-03-01,Germany,Memmingen,alphabet,https://www.whiskyquartier.de/products/yamazaki-0-7l?variant=49827462545745&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1,0.0,1.0,0,CO abgeschl.
747,2025-03-01,Germany,Frankfurt am Main,meta,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHXYXM6fni-nbrDPphjO1W-ZjcBW3ik6yF3Sinsl31YmwZjVsGtqYctfBig_aem_2kDvFVbk_cJayt2Ag13v5g,0.0,1.0,0,CO abgeschl.
748,2025-03-01,Germany,Geislingen an der Steige,meta,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHRVHdx-ZqLB6j9lP16nxSQwI19NnLdezUsGLLNZ2g7LrNsLYB-v8_L39yg_aem_Ia_hzFT4ipqN1AaPhM1Tiw,0.0,1.0,0,CO abgeschl.
749,2025-03-01,Germany,Krefeld,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHRumjYNCjWwb7hw0JyaTSs8WlYz54RzsoUuE3NO2UA5sfioZPpzSRkFr1Q_aem_fRAYDp_sXnHrVr8YKdQgBg,74.0,3.0,0,CO abgeschl.
750,2025-03-01,Slovakia,Nitra,whiskybase,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l,381.0,5.0,0,CO abgeschl.
751,2025-03-01,Belgium,Brussels,alphabet,https://www.whiskyquartier.de/products/macallan-folio-8-0-7l?srsltid=AfmBOorxYsSQHhjqc8P-ZDysDMkfFqibyRo2CD2e7Bth8PvJz1OD3jNt,0.0,1.0,0,CO abgeschl.
752,2025-03-01,Germany,Bochum,meta,https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBprgXTdLCapuCDxgVc2Cvq2lb5b2dFaovGAJLVHIyZALECoeTEEMLHSNyFQ_aem_IBRR9jrOxM20oYyKGmrA1g,0.0,1.0,0,CO abgeschl.
753,2025-03-01,Germany,Nuremberg,alphabet,https://www.whiskyquartier.de/,0.0,1.0,0,CO abgeschl.
754,2025-03-01,Austria,Oberschützen,direct,https://www.whiskyquartier.de/products/glenfiddich-experimental-series-project-xx-0-7l,0.0,1.0,0,CO abgeschl.
755,2025-03-01,Germany,Aurich,meta,https://www.whiskyquartier.de/?fbclid=IwY2xjawJH2QRleHRuA2FlbQEwAGFkaWQAAAYbueMGZwEdkxTbPJFDzVLUwOIWejZL2M4V_KjCnLQzG_Q5bJT1K5HQ6BPRXU0kKx-L_aem_Q5xsH9ASiiyCnRmNGdpVOg,0.0,1.0,0,CO abgeschl.
756,2025-03-01,Germany,Espelkamp,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHQODWKVY4aU_S0xUvh5bg3i3JrQo-mLsbMfuYMZMY4oqZRpf9EO_tgn5ug_aem_xEf38kQRKGlDLdeefvDfxw,0.0,1.0,0,CO abgeschl.
757,2025-03-01,Germany,Kassel,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHbpHmZLBAHU7z2wCaB31HnQ5CPfe2aaeF4m2QqURz5Lon_slCy6ut3K5qw_aem_Qr8omVsWoyqGOu36q4xATg,23.0,2.0,0,CO abgeschl.
758,2025-03-01,Germany,Flörsheim,meta,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHXgM508qdXcSGK7tggT1KGT-aCRMsepFRmzqyM7h1Yi0l8T2u2qqttscMg_aem_i1E5sL9yEWKzvi7N3E_U1g,0.0,1.0,0,CO abgeschl.
759,2025-03-01,Germany,Neubrandenburg,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHTZMOLLsBiVeT1qfp0hSjhc1l94tyI8waDYyDZdgbL05s4ITxmB61o_H1g_aem_0sMBUHU7Mi1MDcsKNnQqjA,0.0,1.0,0,CO abgeschl.
760,2025-03-01,Germany,Dortmund,meta,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHThMUxZ8fb8-6S_CCzkXNuenSPOJ4fPR3Z3wAyIiKf_46Ff37ShKHFJSgw_aem_wqW3If5maTzk8ObCKFZuow,0.0,1.0,0,CO abgeschl.
761,2025-03-01,Germany,Cologne,alphabet,https://www.whiskyquartier.de/products/macallan-folio-8-0-7l?srsltid=AfmBOopY5QgiPCECYsChTZI-KtyB4sdQHSskZ24VckfAIU4Ff9TbKapE,0.0,1.0,0,CO abgeschl.
762,2025-03-01,Ukraine,Kyiv,whiskybase,https://www.whiskyquartier.de/products/glenturret-12-yo-2024-0-7l,102.0,4.0,0,CO abgeschl.
763,2025-03-01,Switzerland,Spreitenbach,whiskybase,https://www.whiskyquartier.de/products/suntory-hibiki-100th-anniversary-0-7l-kopie,0.0,1.0,0,CO abgeschl.
764,2025-03-01,Germany,Langenzenn,direct,https://www.whiskyquartier.de/,0.0,1.0,0,CO abgeschl.
765,2025-03-01,Russia,Yekaterinburg,direct,https://www.whiskyquartier.de/,0.0,1.0,0,CO abgeschl.
766,2025-03-01,Germany,Griesheim,meta,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHT5AXMwpyb83DexQmJtNcnkReUEN7pqsnwE3PRKwiRmgd6m0atbU4GRb3g_aem_CNN8w_MqdgrZrIG2ZQV93A,0.0,1.0,0,CO abgeschl.
767,2025-03-01,Germany,Nuremberg,direct,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l,0.0,1.0,0,CO abgeschl.
768,2025-03-01,Germany,Leipzig,meta,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwY2xjawJT9BlleHRuA2FlbQEwAGFkaWQAAAYdReKW7wEdUlN23Y6-Dg1bJJDu-nBuW373cOx48bRHhO90Sh1XwlTBabW3eeSQ5o1I_aem_hqfl8vmTZD2b9YIlWMyIvw,0.0,1.0,0,CO abgeschl.
769,2025-03-01,Germany,Radebeul,meta,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHZy2pil095s043xiZj5El8HNILMaBlG14nZ0_QfUvbEEDmCKkXbMLJqtHg_aem_ObMKBb0QRp-WxYnKksu24w,0.0,1.0,0,CO abgeschl.
770,2025-03-01,Germany,Moers,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHXEJWvbPEgiiW2xzDTw2TU8QvXr1YZEcGe7vHGbm_MrJo2Omby3E__VSHg_aem_9VqTlQ4NpRcscH3BgIBRTg,179.0,4.0,0,CO abgeschl.
771,2025-03-01,Germany,Bochum,meta,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHYeg6SKUqW4_DjujVRRuC9pxOTDvBPxf4Mfm1DDBPyeCyTqdxGjd4vgwEw_aem_5wqtho2FEg3M-Emr6fWlrw,0.0,1.0,0,CO abgeschl.
772,2025-03-01,Germany,Nuremberg,direct,https://www.whiskyquartier.de/products/st-kilian-judas-priest-50-heavy-metal-years-edt-0-7l,0.0,1.0,0,CO abgeschl.
773,2025-03-01,Germany,Rostock,whiskybase,https://www.whiskyquartier.de/products/concept-no-2-0-7l,0.0,1.0,0,CO abgeschl.
774,2025-03-01,Germany,Rösrath,meta,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BpjK_EtVqOTI0-kO3K3gD3TyIaLmNJ3aCV5YwdkZY4iEtesDjl9TRb6XDUw_aem_EzUiZxfrWix6h7Es8w5pnw,0.0,1.0,0,CO abgeschl.
775,2025-03-01,Germany,Fürth,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHao5oLnENAOyyqT0vNXPvWyosVyLM2qF8acdPiYIdjL9fVGZH7n2zEk6pQ_aem_iYZwjW-IWD0OGBqkNfPI9g,0.0,1.0,0,CO abgeschl.
776,2025-03-01,Slovakia,Dunajská Streda,alphabet,https://www.whiskyquartier.de/products/edition-no-6-0-7l?srsltid=AfmBOoopDtGrvdlLK4nc7rro4ich-QlJtHafg_UujuKwm_ag_YpmxHtI,0.0,1.0,0,CO abgeschl.
777,2025-03-01,Switzerland,Zurich,direct,https://www.whiskyquartier.de/products/quest-collection-quest-1l,0.0,1.0,0,CO abgeschl.
778,2025-03-01,Germany,Bamberg,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHZokrpXcZMO9jdP0Dal2EkqoNPnCK29c8eIfyfgmN_jIzAgZlXYhNb-2RQ_aem_P7zPKPPqpWgjWUA-29z_Ng,0.0,1.0,0,CO abgeschl.
779,2025-03-01,Germany,Neumarkt in der Oberpfalz,direct,https://www.whiskyquartier.de/,51.0,4.0,0,CO abgeschl.
780,2025-03-01,Germany,Dortmund,meta,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHQex8LU3Wji5oopwfzQeJIwWmiFcMl9AK1rNQ0UexntXAiATX-ulh7PbWQ_aem_irrigrC3mKUV68QOuE_uZQ,0.0,1.0,0,CO abgeschl.
781,2025-03-01,Germany,Ansbach,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHQCMLuDfWhWFurKpTUDt4IMI8a2bBjIJPSf6K_TwGdHC_HmKmusfWcpAdg_aem_smxKxmQIaFDnRI9nv324Hg,0.0,1.0,0,CO abgeschl.
782,2025-03-01,Germany,Schnaittach,alphabet,https://www.whiskyquartier.de/products/dingle-single-cask-the-village-2025-0-7l?srsltid=AfmBOopFCMaheQpD-OtJEaeQdBNkpKdmuYwDBVQgzCOAwNzlqo_hEgcU,0.0,1.0,0,CO abgeschl.
783,2025-03-01,Germany,Göppingen,meta,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHdRHNJ1kOSvuC5pbjdnoZ5VUdZWQ8Kg_mxQGJ8ZnCZcjCL2thXCql2dVqA_aem_vatUrh0jP3W8XsUhaw0sWQ,0.0,1.0,0,CO abgeschl.
784,2025-03-01,Germany,Barth,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHVZ7yQGI8_W8q-eX1zOcU6lFWQO2NP0N5dtnnJ62WyWMUNOPFU0wah2CVw_aem_jm8hqCoiRL5K_DHS2ROYVg,86.0,4.0,0,CO abgeschl.
785,2025-03-01,Germany,,meta,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHSMrVHg2c4hTKrj-rD28p9HcWqwMbHZ3_bqZLiHk1gu8Pl5sctJctVf1fg_aem_P5slpcFZwHk7uCB9hzX-Mg,0.0,1.0,0,CO abgeschl.
786,2025-03-01,Germany,Ahaus,meta,https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGHUXilu8BHQZ2dr-mm6fBDp4uis_nZYPCnPUGBVtLyTNFTZdZKMPuZ34X3K7oZ_RmZA_aem_YIc2iUkIRGFsyyrRdl9BDA,0.0,1.0,0,CO abgeschl.
787,2025-03-01,Germany,Burgthann,meta,https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0CMTEAAaZGsqSBtvHkCEcWjS1ytk6EBNIPx3DcKKvw0QVuqk-3s9Xm7IcI4DHoGyQ_aem_IUcQKnW5Y107MMDqAwrCdQ,42.0,3.0,0,CO abgeschl.
788,2025-03-01,Germany,Berlin,meta,https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHYcN8bGKNhdd7sDsOawjWYXPVNptBw9nI6oxd9oCvQs7MXNudu4kdO0O3A_aem_DJczhIGjpT8nUECU432yQQ,0.0,1.0,0,CO abgeschl.
